tripduration,date,start,stop,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
450,4/8/2017,8:57 AM,9:04 AM,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,29537,Subscriber,1983,Male
421,4/8/2017,8:59 AM,9:06 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3183,Exchange Place,40.7162469,-74.0334588,29274,Subscriber,1971,Female
148,4/8/2017,9:00 AM,9:02 AM,3211,Newark Ave,40.72152515,-74.04630454,3205,JC Medical Center,40.71653978,-74.04963791,26179,Subscriber,1972,Male
333,4/8/2017,9:00 AM,9:05 AM,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,26258,Subscriber,1981,Male
821,4/8/2017,9:00 AM,9:13 AM,3201,Dey St,40.737711,-74.066921,3192,Liberty Light Rail,40.7112423,-74.0557013,26316,Subscriber,1964,Male
551,4/8/2017,9:00 AM,9:09 AM,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,26156,Subscriber,1983,Female
474,4/8/2017,9:02 AM,9:09 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3211,Newark Ave,40.72152515,-74.04630454,26291,Subscriber,1985,Female
212,4/8/2017,9:05 AM,9:08 AM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26160,Subscriber,1994,Male
521,4/8/2017,9:05 AM,9:14 AM,3215,Central Ave,40.7467299,-74.0492509,3195,Sip Ave,40.73074263,-74.06378388,29469,Subscriber,1975,Male
188,4/8/2017,9:08 AM,9:11 AM,3207,Oakland Ave,40.7376037,-74.0524783,3210,Pershing Field,40.74267714,-74.05178863,29219,Subscriber,1983,Male
527,4/8/2017,9:09 AM,9:18 AM,3199,Newport Pkwy,40.7287448,-74.0321082,3185,City Hall,40.7177325,-74.043845,26228,Subscriber,1984,Male
475,4/8/2017,9:12 AM,9:20 AM,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3187,Warren St,40.7211236,-74.03805095,29437,Subscriber,1983,Male
520,4/8/2017,9:14 AM,9:22 AM,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,29488,Subscriber,1979,Male
167,4/8/2017,9:14 AM,9:17 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26183,Subscriber,1979,Male
343,4/8/2017,9:18 AM,9:24 AM,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29538,Subscriber,1984,Female
717,4/8/2017,9:18 AM,9:30 AM,3195,Sip Ave,40.73074263,-74.06378388,3281,Leonard Gordon Park,40.74590997,-74.05727148,26258,Subscriber,1981,Male
454,4/8/2017,9:20 AM,9:27 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3192,Liberty Light Rail,40.7112423,-74.0557013,29217,Subscriber,1988,Male
371,4/8/2017,9:21 AM,9:27 AM,3193,Lincoln Park,40.7246051,-74.07840595,3189,West Side Light Rail,40.714402,-74.0887723,29478,Subscriber,1986,Male
302,4/8/2017,9:22 AM,9:27 AM,3187,Warren St,40.7211236,-74.03805095,3270,Jersey & 6th St,40.72528911,-74.04557168,26184,Subscriber,1989,Male
196,4/8/2017,9:23 AM,9:26 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3276,Marin Light Rail,40.71458404,-74.04281706,26175,Subscriber,1985,Female
281,4/8/2017,9:24 AM,9:28 AM,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,26173,Subscriber,1977,Female
191,4/8/2017,9:27 AM,9:30 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,26288,Subscriber,1983,Male
711,4/8/2017,9:27 AM,9:39 AM,3190,Garfield Ave Station,40.71046702,-74.0700388,3185,City Hall,40.7177325,-74.043845,26151,Customer,NULL,N/A
224,4/8/2017,9:28 AM,9:32 AM,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,26312,Subscriber,1989,Male
1514,4/8/2017,9:33 AM,9:58 AM,3212,Christ Hospital,40.73478582,-74.05044364,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26299,Subscriber,1991,Female
830,4/8/2017,9:33 AM,9:47 AM,3210,Pershing Field,40.74267714,-74.05178863,3275,Columbus Drive,40.7183552,-74.03891444,29219,Subscriber,1969,Male
185,4/8/2017,9:34 AM,9:37 AM,3210,Pershing Field,40.74267714,-74.05178863,3207,Oakland Ave,40.7376037,-74.0524783,26240,Subscriber,1983,Male
242,4/8/2017,9:36 AM,9:40 AM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26170,Subscriber,1981,Male
418,4/8/2017,9:42 AM,9:49 AM,3272,Jersey & 3rd,40.72333159,-74.04595256,3278,Monmouth and 6th,40.72568548,-74.04879034,29197,Subscriber,1983,Male
509,4/8/2017,9:48 AM,9:57 AM,3275,Columbus Drive,40.7183552,-74.03891444,3199,Newport Pkwy,40.7287448,-74.0321082,29219,Subscriber,1989,Male
1095,4/8/2017,9:58 AM,10:16 AM,3183,Exchange Place,40.7162469,-74.0334588,3195,Sip Ave,40.73074263,-74.06378388,26302,Subscriber,1965,Male
298,4/8/2017,10:05 AM,10:10 AM,3187,Warren St,40.7211236,-74.03805095,3214,Essex Light Rail,40.7127742,-74.0364857,29483,Subscriber,1963,Male
511,4/8/2017,10:05 AM,10:13 AM,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,26303,Subscriber,1988,Female
167,4/8/2017,10:06 AM,10:09 AM,3272,Jersey & 3rd,40.72333159,-74.04595256,3186,Grove St PATH,40.71958612,-74.04311746,29268,Subscriber,1989,Male
203,4/8/2017,10:07 AM,10:10 AM,3207,Oakland Ave,40.7376037,-74.0524783,3220,5 Corners Library,40.73496102,-74.05950308,29552,Subscriber,1990,Male
350,4/8/2017,10:08 AM,10:14 AM,3186,Grove St PATH,40.71958612,-74.04311746,3267,Morris Canal,40.71241882,-74.03852552,29231,Subscriber,1974,Male
318,4/8/2017,10:10 AM,10:16 AM,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29485,Subscriber,1980,Male
241,4/8/2017,10:13 AM,10:17 AM,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,26184,Subscriber,1989,Male
212,4/8/2017,10:15 AM,10:18 AM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,26212,Subscriber,1982,Male
208,4/8/2017,10:15 AM,10:18 AM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,26294,Subscriber,1984,Female
264,4/8/2017,10:17 AM,10:21 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,27398,Subscriber,1970,Male
164,4/8/2017,10:19 AM,10:22 AM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,26229,Subscriber,1965,Male
159,4/8/2017,10:19 AM,10:21 AM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,29277,Subscriber,1975,Male
265,4/8/2017,10:23 AM,10:28 AM,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,26292,Subscriber,1982,Male
975,4/8/2017,10:25 AM,10:42 AM,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3184,Paulus Hook,40.7141454,-74.0335519,26219,Subscriber,1995,Male
488,4/8/2017,10:27 AM,10:35 AM,3275,Columbus Drive,40.7183552,-74.03891444,3269,Brunswick & 6th,40.72601173,-74.05038893,26215,Subscriber,1978,Male
494,4/8/2017,10:27 AM,10:35 AM,3275,Columbus Drive,40.7183552,-74.03891444,3269,Brunswick & 6th,40.72601173,-74.05038893,26303,Subscriber,1983,Female
735,4/8/2017,10:27 AM,10:39 AM,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,29219,Subscriber,1986,Female
704,4/8/2017,10:27 AM,10:39 AM,3199,Newport Pkwy,40.7287448,-74.0321082,3183,Exchange Place,40.7162469,-74.0334588,29276,Subscriber,1974,Male
284,4/8/2017,10:30 AM,10:34 AM,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.73074263,-74.06378388,29480,Subscriber,1994,Male
446,4/8/2017,10:30 AM,10:37 AM,3201,Dey St,40.737711,-74.066921,3194,McGinley Square,40.72533993,-74.06762213,26251,Subscriber,1973,Male
235,4/8/2017,10:39 AM,10:43 AM,3195,Sip Ave,40.73074263,-74.06378388,3225,Baldwin at Montgomery,40.7236589,-74.0641943,29480,Subscriber,1994,Male
326,4/8/2017,10:39 AM,10:45 AM,3276,Marin Light Rail,40.71458404,-74.04281706,3183,Exchange Place,40.7162469,-74.0334588,26169,Subscriber,1988,Male
1921,4/8/2017,10:42 AM,11:14 AM,3279,Dixon Mills,40.72163014,-74.04996783,3185,City Hall,40.7177325,-74.043845,29266,Subscriber,1989,Male
478,4/8/2017,10:43 AM,10:51 AM,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,29222,Subscriber,1976,Female
464,4/8/2017,10:43 AM,10:50 AM,3202,Newport PATH,40.7272235,-74.0337589,3184,Paulus Hook,40.7141454,-74.0335519,29488,Subscriber,1979,Male
355,4/8/2017,10:43 AM,10:49 AM,3186,Grove St PATH,40.71958612,-74.04311746,3203,Hamilton Park,40.72759597,-74.04424731,29244,Subscriber,NULL,N/A
299,4/8/2017,10:45 AM,10:50 AM,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,26292,Subscriber,1982,Male
170,4/8/2017,10:47 AM,10:49 AM,3183,Exchange Place,40.7162469,-74.0334588,3184,Paulus Hook,40.7141454,-74.0335519,26169,Subscriber,1988,Male
857,4/8/2017,10:49 AM,11:03 AM,3195,Sip Ave,40.73074263,-74.06378388,3202,Newport PATH,40.7272235,-74.0337589,26302,Subscriber,1965,Male
671,4/8/2017,10:49 AM,11:00 AM,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,26288,Subscriber,NULL,N/A
626,4/8/2017,10:50 AM,11:00 AM,3186,Grove St PATH,40.71958612,-74.04311746,3202,Newport PATH,40.7272235,-74.0337589,29268,Subscriber,1986,Female
201,4/8/2017,10:50 AM,10:53 AM,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,29248,Subscriber,1978,Male
181,4/8/2017,10:51 AM,10:54 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,26188,Subscriber,1959,Female
454,4/8/2017,10:52 AM,11:00 AM,3203,Hamilton Park,40.72759597,-74.04424731,3206,Hilltop,40.7311689,-74.0575736,26172,Subscriber,1953,Female
231,4/8/2017,10:57 AM,11:01 AM,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,26246,Subscriber,1975,Male
312,4/8/2017,10:58 AM,11:03 AM,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,26312,Subscriber,1987,Male
553,4/8/2017,11:00 AM,11:09 AM,3209,Brunswick St,40.7241765,-74.0506564,3275,Columbus Drive,40.7183552,-74.03891444,29305,Subscriber,1980,Male
181,4/8/2017,11:00 AM,11:03 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,26278,Subscriber,1986,Male
1477,4/8/2017,11:01 AM,11:25 AM,3197,North St,40.752559,-74.044725,3197,North St,40.752559,-74.044725,26164,Subscriber,1992,Male
572,4/8/2017,11:01 AM,11:10 AM,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.73074263,-74.06378388,29537,Subscriber,1987,Male
520,4/8/2017,11:01 AM,11:10 AM,3194,McGinley Square,40.72533993,-74.06762213,3201,Dey St,40.737711,-74.066921,26251,Subscriber,1973,Male
488,4/8/2017,11:02 AM,11:10 AM,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,29488,Subscriber,1979,Male
437,4/8/2017,11:03 AM,11:11 AM,3184,Paulus Hook,40.7141454,-74.0335519,3185,City Hall,40.7177325,-74.043845,26169,Subscriber,1976,Female
227,4/8/2017,11:09 AM,11:12 AM,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,26288,Subscriber,1980,Male
850,4/8/2017,11:10 AM,11:24 AM,3195,Sip Ave,40.73074263,-74.06378388,3206,Hilltop,40.7311689,-74.0575736,26170,Subscriber,1983,Male
318,4/8/2017,11:13 AM,11:18 AM,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,26186,Subscriber,1972,Male
574,4/8/2017,11:13 AM,11:23 AM,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3203,Hamilton Park,40.72759597,-74.04424731,29480,Subscriber,1994,Male
278,4/8/2017,11:16 AM,11:21 AM,3278,Monmouth and 6th,40.72568548,-74.04879034,3273,Manila & 1st,40.72165072,-74.04288411,29123,Subscriber,1980,Female
368,4/8/2017,11:17 AM,11:23 AM,3275,Columbus Drive,40.7183552,-74.03891444,3272,Jersey & 3rd,40.72333159,-74.04595256,29305,Subscriber,1988,Female
261,4/8/2017,11:17 AM,11:21 AM,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,26201,Subscriber,1992,Male
411,4/8/2017,11:17 AM,11:24 AM,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,26240,Subscriber,1993,Female
565,4/8/2017,11:18 AM,11:27 AM,3195,Sip Ave,40.73074263,-74.06378388,3193,Lincoln Park,40.7246051,-74.07840595,29469,Subscriber,1987,Male
2439,4/8/2017,11:19 AM,12:00 PM,3192,Liberty Light Rail,40.7112423,-74.0557013,3276,Marin Light Rail,40.71458404,-74.04281706,29217,Subscriber,1988,Male
595,4/8/2017,11:24 AM,11:34 AM,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3207,Oakland Ave,40.7376037,-74.0524783,26299,Subscriber,1991,Female
253,4/8/2017,11:27 AM,11:31 AM,3186,Grove St PATH,40.71958612,-74.04311746,3213,Van Vorst Park,40.71848892,-74.04772663,26294,Subscriber,1989,Male
365,4/8/2017,11:27 AM,11:33 AM,3203,Hamilton Park,40.72759597,-74.04424731,3213,Van Vorst Park,40.71848892,-74.04772663,29480,Subscriber,1971,Male
500,4/8/2017,11:29 AM,11:38 AM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26203,Subscriber,1991,Male
769,4/8/2017,11:32 AM,11:44 AM,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,26285,Subscriber,1988,Male
688,4/8/2017,11:33 AM,11:44 AM,3209,Brunswick St,40.7241765,-74.0506564,3183,Exchange Place,40.7162469,-74.0334588,26238,Subscriber,1991,Female
267,4/8/2017,11:34 AM,11:38 AM,3214,Essex Light Rail,40.7127742,-74.0364857,3187,Warren St,40.7211236,-74.03805095,26304,Subscriber,1981,Male
98,4/8/2017,11:34 AM,11:36 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3185,City Hall,40.7177325,-74.043845,26225,Subscriber,1971,Male
675,4/8/2017,11:42 AM,11:53 AM,3267,Morris Canal,40.71241882,-74.03852552,3187,Warren St,40.7211236,-74.03805095,29253,Customer,NULL,N/A
257,4/8/2017,11:44 AM,11:48 AM,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,26186,Subscriber,1979,Male
183,4/8/2017,11:45 AM,11:48 AM,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,29220,Subscriber,1983,Male
109,4/8/2017,11:45 AM,11:47 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29256,Subscriber,1989,Male
163,4/8/2017,11:46 AM,11:48 AM,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,29237,Subscriber,1965,Male
625,4/8/2017,11:47 AM,11:57 AM,3269,Brunswick & 6th,40.72601173,-74.05038893,3275,Columbus Drive,40.7183552,-74.03891444,26303,Subscriber,1983,Female
591,4/8/2017,11:47 AM,11:57 AM,3269,Brunswick & 6th,40.72601173,-74.05038893,3275,Columbus Drive,40.7183552,-74.03891444,26281,Subscriber,1978,Male
868,4/8/2017,11:47 AM,12:02 PM,3267,Morris Canal,40.71241882,-74.03852552,3199,Newport Pkwy,40.7287448,-74.0321082,29239,Subscriber,1979,Male
197,4/8/2017,11:50 AM,11:54 AM,3195,Sip Ave,40.73074263,-74.06378388,3194,McGinley Square,40.72533993,-74.06762213,26160,Subscriber,1994,Male
485,4/8/2017,11:51 AM,11:59 AM,3184,Paulus Hook,40.7141454,-74.0335519,3276,Marin Light Rail,40.71458404,-74.04281706,26219,Subscriber,1984,Male
217,4/8/2017,11:51 AM,11:55 AM,3220,5 Corners Library,40.73496102,-74.05950308,3207,Oakland Ave,40.7376037,-74.0524783,29552,Subscriber,1990,Male
264,4/8/2017,11:54 AM,11:58 AM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,26249,Customer,NULL,N/A
578,4/8/2017,11:56 AM,12:06 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26285,Subscriber,1988,Male
580,4/8/2017,11:56 AM,12:06 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,26238,Subscriber,1991,Female
375,4/8/2017,12:01 PM,12:07 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3275,Columbus Drive,40.7183552,-74.03891444,29480,Subscriber,1956,Male
835,4/8/2017,12:02 PM,12:16 PM,3203,Hamilton Park,40.72759597,-74.04424731,3225,Baldwin at Montgomery,40.7236589,-74.0641943,26176,Subscriber,1994,Male
246,4/8/2017,12:02 PM,12:06 PM,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.73074263,-74.06378388,26251,Subscriber,1972,Male
473,4/8/2017,12:02 PM,12:10 PM,3185,City Hall,40.7177325,-74.043845,3211,Newark Ave,40.72152515,-74.04630454,26225,Subscriber,1987,Male
365,4/8/2017,12:03 PM,12:10 PM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26209,Subscriber,1984,Female
1639,4/8/2017,12:05 PM,12:32 PM,3275,Columbus Drive,40.7183552,-74.03891444,3183,Exchange Place,40.7162469,-74.0334588,29291,Customer,NULL,N/A
259,4/8/2017,12:08 PM,12:12 PM,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,29453,Subscriber,1984,Male
1123,4/8/2017,12:08 PM,12:27 PM,3195,Sip Ave,40.73074263,-74.06378388,3192,Liberty Light Rail,40.7112423,-74.0557013,29537,Subscriber,1983,Male
931,4/8/2017,12:08 PM,12:24 PM,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,29231,Customer,NULL,N/A
947,4/8/2017,12:08 PM,12:24 PM,3267,Morris Canal,40.71241882,-74.03852552,3202,Newport PATH,40.7272235,-74.0337589,29474,Customer,NULL,N/A
966,4/8/2017,12:09 PM,12:25 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3192,Liberty Light Rail,40.7112423,-74.0557013,29483,Subscriber,1960,Female
946,4/8/2017,12:09 PM,12:25 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3192,Liberty Light Rail,40.7112423,-74.0557013,26154,Subscriber,1956,Male
537,4/8/2017,12:10 PM,12:19 PM,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,26304,Subscriber,1977,Male
471,4/8/2017,12:11 PM,12:19 PM,3187,Warren St,40.7211236,-74.03805095,3184,Paulus Hook,40.7141454,-74.0335519,29253,Customer,NULL,N/A
692,4/8/2017,12:12 PM,12:23 PM,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,29437,Customer,NULL,N/A
170,4/8/2017,12:12 PM,12:15 PM,3214,Essex Light Rail,40.7127742,-74.0364857,3183,Exchange Place,40.7162469,-74.0334588,26233,Subscriber,1985,Male
637,4/8/2017,12:13 PM,12:23 PM,3275,Columbus Drive,40.7183552,-74.03891444,3192,Liberty Light Rail,40.7112423,-74.0557013,29480,Subscriber,1980,Male
538,4/8/2017,12:13 PM,12:22 PM,3268,Lafayette Park,40.71346383,-74.06285852,3185,City Hall,40.7177325,-74.043845,29127,Subscriber,1984,Male
1158,4/8/2017,12:15 PM,12:34 PM,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,26239,Subscriber,1959,Male
2613,4/8/2017,12:16 PM,12:59 PM,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,29239,Subscriber,1971,Male
209,4/8/2017,12:16 PM,12:19 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3270,Jersey & 6th St,40.72528911,-74.04557168,26254,Subscriber,1988,Male
214,4/8/2017,12:17 PM,12:21 PM,3209,Brunswick St,40.7241765,-74.0506564,3186,Grove St PATH,40.71958612,-74.04311746,26232,Subscriber,1986,Male
395,4/8/2017,12:18 PM,12:24 PM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26168,Subscriber,1967,Male
387,4/8/2017,12:19 PM,12:25 PM,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.73074263,-74.06378388,26299,Subscriber,1976,Male
227,4/8/2017,12:19 PM,12:23 PM,3273,Manila & 1st,40.72165072,-74.04288411,3211,Newark Ave,40.72152515,-74.04630454,29123,Subscriber,1983,Male
205,4/8/2017,12:19 PM,12:23 PM,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.73074263,-74.06378388,29201,Subscriber,1977,Male
722,4/8/2017,12:20 PM,12:32 PM,3269,Brunswick & 6th,40.72601173,-74.05038893,3212,Christ Hospital,40.73478582,-74.05044364,26215,Subscriber,1964,Male
495,4/8/2017,12:21 PM,12:30 PM,3202,Newport PATH,40.7272235,-74.0337589,3183,Exchange Place,40.7162469,-74.0334588,29553,Subscriber,1992,Male
184,4/8/2017,12:22 PM,12:25 PM,3267,Morris Canal,40.71241882,-74.03852552,3183,Exchange Place,40.7162469,-74.0334588,26282,Subscriber,1987,Male
158,4/8/2017,12:24 PM,12:26 PM,3213,Van Vorst Park,40.71848892,-74.04772663,3186,Grove St PATH,40.71958612,-74.04311746,26270,Subscriber,1979,Male
466,4/8/2017,12:24 PM,12:32 PM,3275,Columbus Drive,40.7183552,-74.03891444,3186,Grove St PATH,40.71958612,-74.04311746,26158,Subscriber,1982,Male
167,4/8/2017,12:25 PM,12:28 PM,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,29200,Subscriber,1981,Female
240,4/8/2017,12:26 PM,12:30 PM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26287,Subscriber,1976,Male
343,4/8/2017,12:27 PM,12:32 PM,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,29220,Subscriber,1977,Male
3064,4/8/2017,12:28 PM,1:19 PM,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,26198,Subscriber,1960,Female
3068,4/8/2017,12:28 PM,1:19 PM,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,26154,Subscriber,1956,Male
85,4/8/2017,12:28 PM,12:29 PM,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,26303,Subscriber,1985,Male
469,4/8/2017,12:28 PM,12:36 PM,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,29437,Subscriber,1989,Male
121,4/8/2017,12:29 PM,12:31 PM,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,29305,Subscriber,1988,Male
400,4/8/2017,12:29 PM,12:36 PM,3267,Morris Canal,40.71241882,-74.03852552,3275,Columbus Drive,40.7183552,-74.03891444,26231,Subscriber,1989,Male
320,4/8/2017,12:30 PM,12:35 PM,3203,Hamilton Park,40.72759597,-74.04424731,3186,Grove St PATH,40.71958612,-74.04311746,26161,Subscriber,1956,Male
416,4/8/2017,12:31 PM,12:38 PM,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,29305,Subscriber,1989,Female
371,4/8/2017,12:31 PM,12:38 PM,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,26155,Subscriber,1982,Female
220,4/8/2017,12:33 PM,12:37 PM,3185,City Hall,40.7177325,-74.043845,3214,Essex Light Rail,40.7127742,-74.0364857,26151,Subscriber,1988,Male
260,4/8/2017,12:35 PM,12:39 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3275,Columbus Drive,40.7183552,-74.03891444,26175,Subscriber,1984,Male
2380,4/8/2017,12:35 PM,1:15 PM,3183,Exchange Place,40.7162469,-74.0334588,3202,Newport PATH,40.7272235,-74.0337589,29219,Customer,NULL,N/A
348,4/8/2017,12:37 PM,12:42 PM,3201,Dey St,40.737711,-74.066921,3207,Oakland Ave,40.7376037,-74.0524783,29236,Subscriber,1981,Male
355,4/8/2017,12:37 PM,12:43 PM,3206,Hilltop,40.7311689,-74.0575736,3203,Hamilton Park,40.72759597,-74.04424731,26172,Subscriber,1953,Female
232,4/8/2017,12:42 PM,12:46 PM,3272,Jersey & 3rd,40.72333159,-74.04595256,3269,Brunswick & 6th,40.72601173,-74.05038893,29200,Subscriber,1981,Female
678,4/8/2017,12:42 PM,12:54 PM,3276,Marin Light Rail,40.71458404,-74.04281706,3268,Lafayette Park,40.71346383,-74.06285852,29285,Subscriber,1977,Male
218,4/8/2017,12:43 PM,12:47 PM,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,29538,Subscriber,1989,Female
298,4/8/2017,12:47 PM,12:52 PM,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,26241,Subscriber,1982,Female
290,4/8/2017,12:47 PM,12:52 PM,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,29243,Subscriber,1980,Male
192,4/8/2017,12:47 PM,12:50 PM,3183,Exchange Place,40.7162469,-74.0334588,3214,Essex Light Rail,40.7127742,-74.0364857,26233,Subscriber,1985,Male
695,4/8/2017,12:47 PM,12:59 PM,3194,McGinley Square,40.72533993,-74.06762213,3267,Morris Canal,40.71241882,-74.03852552,26297,Subscriber,1986,Male
180,4/8/2017,12:47 PM,12:50 PM,3187,Warren St,40.7211236,-74.03805095,3186,Grove St PATH,40.71958612,-74.04311746,29453,Subscriber,1984,Male
